hr,proper,dist,mag,absmag,spect,ci,rarad,decrad,con
7332,N/A,81.4996,6.030,1.474,A2V,"rgb(221, 207, 0)",5.060950510355602,0.201323110205295,Aql
7356,N/A,242.1308,5.910,-1.010,M1III,"rgb(255, 0, 148)",5.0626198732167245,1.0060973045607065,Dra
7323,N/A,374.5318,6.560,-1.307,K5/M0III,"rgb(255, 2, 135)",5.06335960929575,-0.5553218717514887,Sgr
7333,N/A,47.2813,4.980,1.607,G8III-IV...,"rgb(255, 210, 202)",5.063847695412169,-0.09452294625774499,Aql
7346,N/A,288.1844,6.300,-0.998,B9V,"rgb(192, 188, 0)",5.063858628013432,0.614110806905435,Lyr
7336,N/A,134.2282,5.460,-0.179,B9III,"rgb(201, 195, 0)",5.06405001583134,-0.015571146494289999,Aql
7327,N/A,55.3710,5.590,1.874,A6:m...,"rgb(241, 219, 0)",5.064229153122702,-0.39099799975175753,Sgr
7371,N/A,70.1754,4.600,0.369,A2IIIs,"rgb(215, 203, 0)",5.064369536714667,1.146934938146005,Dra
7365,N/A,263.8522,6.590,-0.517,K2,"rgb(255, 199, 173)",5.067663894299867,1.008221043146005,Dra
7330,N/A,18.8324,6.480,5.105,G1/G2V,"rgb(255, 220, 231)",5.067981315184023,-0.6105770399409925,Sgr
7339,N/A,239.8082,6.250,-0.649,B5III,"rgb(192, 188, 0)",5.068517029936957,-0.3357044061469112,Sgr
7423,N/A,107.7586,6.060,0.898,A3V,"rgb(219, 206, 0)",5.068745517082233,1.3893314690498826,Dra
7340,N/A,38.9257,3.920,0.969,F0III/IV,"rgb(236, 216, 0)",5.068753175748739,-0.3114923575525825,Sgr
7342,N/A,546.4481,4.520,-4.168,F2p,"rgb(220, 206, 0)",5.068990503933943,-0.27846758798089877,Sgr
7344,N/A,101.8330,5.840,0.801,K0III,"rgb(255, 206, 192)",5.069519146385306,-0.3195416554744737,Sgr
7334,N/A,101.2146,6.330,1.304,K1III,"rgb(255, 204, 186)",5.070875138624569,-0.7333179998454988,Sgr
7347,N/A,193.4236,6.660,0.227,B3IVp,"rgb(200, 194, 0)",5.071695169142531,-0.14313570848094875,Aql
7349,N/A,103.7344,5.810,0.730,G8III:,"rgb(255, 205, 189)",5.071748273512938,-0.004404243250254999,Aql
7359,N/A,109.8901,6.090,0.885,K0III,"rgb(255, 207, 192)",5.072606942928918,0.5850022988788476,Lyr
7337,N/A,96.1538,3.960,-0.955,B9V,"rgb(193, 189, 0)",5.07296605509895,-0.775955313507445,Sgr
7354,N/A,37.5657,6.340,3.466,F6V,"rgb(255, 225, 248)",5.073697643005391,0.17301710946177876,Aql
7358,N/A,120.4819,5.220,-0.185,B6III,"rgb(187, 185, 0)",5.073881856611329,0.45836540333631876,Vul
7329,N/A,48.2160,5.030,1.614,A0Vn,"rgb(213, 202, 0)",5.073904510710009,-0.9498767802319825,Tel
7353,N/A,133.3333,6.310,0.685,K0,"rgb(255, 194, 163)",5.074868342984287,-0.1291651029346725,Aql
7357,N/A,84.9618,6.650,2.004,F1V,"rgb(243, 220, 0)",5.075142644474093,0.26042114560227875,Aql
7343,N/A,41.1353,4.270,1.199,F2III,"rgb(249, 223, 0)",5.0754985208386625,-0.7819036372909125,Sgr
7381,N/A,266.6667,6.510,-0.620,B9III,"rgb(195, 191, 0)",5.076274592417177,0.8773995106475988,Cyg
7368,N/A,15.7604,6.370,5.382,G8V,"rgb(255, 214, 214)",5.077017578235006,0.57983269126142,Lyr
7364,N/A,421.9409,6.400,-1.726,B9.5V,"rgb(213, 202, 0)",5.077957606233075,0.3536797298168987,Vul
7348,N/A,55.7414,3.960,0.229,B8V,"rgb(190, 186, 0)",5.078411455900508,-0.7088818789048114,Sgr
7382,N/A,135.1351,5.850,0.196,G6.5IIIa,"rgb(255, 210, 203)",5.0786534544655115,0.7572664323560487,Lyr
7320,N/A,210.5263,6.330,-0.287,K2III,"rgb(255, 201, 178)",5.079308197335949,-1.1933004866643189,Pav
7376,N/A,121.6545,6.440,1.014,K1III,"rgb(255, 206, 191)",5.079348368134491,0.6362090536397487,Lyr
7372,N/A,258.3979,4.990,-2.071,B3IV,"rgb(187, 184, 0)",5.079459197392052,0.516989868269985,Cyg
7350,N/A,206.1856,6.130,-0.441,M1/M2III,"rgb(255, 0, 152)",5.080469471011151,-0.7630939601770638,Sgr
7369,N/A,112.1076,6.270,1.022,A2III-IV,"rgb(219, 206, 0)",5.080513330593877,0.2956190107095475,Sge
7374,N/A,183.1502,6.530,0.216,B5V,"rgb(194, 190, 0)",5.080547236606304,0.490220568563365,Cyg
7355,N/A,273.2240,6.030,-1.153,B2Vnn,"rgb(188, 185, 0)",5.081102805602651,-0.48635249276866005,Sgr
7373,N/A,15.1768,5.170,4.264,G8IVvar,"rgb(255, 216, 218)",5.083139887136795,0.20846937728242002,Aql
7366,N/A,108.1081,6.500,1.331,A9V,"rgb(248, 223, 0)",5.0833828983461915,-0.0852512327209675,Aql
7360,N/A,91.3242,5.910,1.107,K3III,"rgb(255, 200, 175)",5.083565476433895,-0.5115448143573375,Sgr
7362,N/A,77.2201,5.020,0.581,A4IV/V,"rgb(237, 216, 0)",5.084470460412344,-0.427755328660125,Sgr
7367,N/A,154.7988,5.720,-0.229,K2III,"rgb(255, 197, 169)",5.084841719960264,-0.24255067434992875,Sgr
7384,N/A,147.0588,6.310,0.473,A0V,"rgb(206, 199, 0)",5.084899840987573,0.35380837644596,Vul
7386,N/A,27.3898,6.190,4.002,F7V,"rgb(255, 223, 241)",5.085145355963883,0.43480993883096875,Vul
7385,N/A,83.2639,5.140,0.538,K0III,"rgb(255, 208, 197)",5.085351283008694,0.345546661308625,Vul
7363,N/A,153.1394,5.450,-0.475,K3III,"rgb(255, 194, 164)",5.085428436237366,-0.41822376374718623,Sgr
7377,N/A,15.5255,3.360,2.405,F0IV,"rgb(246, 222, 0)",5.085445848108125,0.054363084117965005,Aql
7401,N/A,361.0108,6.600,-1.188,B8IVwe...,"rgb(184, 182, 0)",5.086672350157605,1.0127678235301936,Dra
7395,N/A,216.9197,5.170,-1.511,B9sp...,"rgb(187, 184, 0)",5.088298448017452,0.6338668653544962,Cyg
7378,N/A,214.1328,5.710,-0.943,B7IV,"rgb(212, 202, 0)",5.088437736401464,-0.26272879933165627,Sgr
7390,N/A,72.8863,5.600,1.287,A0V,"rgb(207, 200, 0)",5.088598038535221,0.35077160432215754,Vul
7375,N/A,132.2751,5.570,-0.037,K1/K2III,"rgb(255, 201, 179)",5.089027736950485,-0.3800749910164425,Sgr
7389,N/A,55.9910,5.760,2.019,F6III,"rgb(255, 225, 248)",5.089389890138878,0.22730821712325625,Aql
7379,N/A,116.2791,6.700,1.372,A0V,"rgb(217, 205, 0)",5.089421646293566,-0.25396656300638876,Sgr
7413,N/A,210.0840,6.380,-0.232,K5III,"rgb(255, 195, 166)",5.089560093539339,1.0918281445212463,Dra
7391,N/A,187.9699,5.840,-0.530,M0III,"rgb(255, 191, 157)",5.089720943149566,0.34717204584358125,Vul
7387,N/A,869.5652,4.640,-5.057,F2Ib,"rgb(255, 221, 236)",5.089895630517771,0.005909162431252501,Aql
7380,N/A,69.9301,5.660,1.437,B8/B9V,"rgb(206, 199, 0)",5.091742139492008,-0.5191172092134363,Sgr
7408,N/A,107.5269,5.730,0.572,A1V,"rgb(208, 201, 0)",5.093886159737047,0.9131638660233863,Cyg
7396,N/A,252.5253,6.310,-0.702,B4III,"rgb(196, 191, 0)",5.094463954917863,0.2492763160130725,Aql
7403,N/A,724.6377,6.300,-3.001,B3Ve,"rgb(187, 184, 0)",5.094644865820922,0.6621988068014625,Lyr
7370,N/A,164.7446,5.700,-0.384,K4III,"rgb(255, 196, 166)",5.095497427199177,-0.9481548667585237,Tel
7397,N/A,294.9853,5.840,-1.509,B6III,"rgb(208, 201, 0)",5.0978739018403845,0.051138672500965,Aql
7405,N/A,91.1577,4.440,-0.359,M0 comp,"rgb(255, 193, 160)",5.099440259839634,0.430483797356135,Vul
7406,N/A,157.7287,5.820,-0.170,K0III,"rgb(255, 207, 195)",5.100512571246507,0.43229576143297876,Vul
7400,N/A,61.1995,5.790,1.856,A0V,"rgb(221, 207, 0)",5.100796597365189,0.034041731253082505,Aql
7404,N/A,196.8504,6.250,-0.221,K2,"rgb(255, 198, 172)",5.102035665568115,0.004294902667975,Aql
7409,N/A,355.8719,6.340,-1.416,B5Vn,"rgb(191, 187, 0)",5.102244477142531,0.3539481735059875,Vul
7402,N/A,275.4821,6.370,-0.830,F5-G1I-II,"rgb(255, 212, 208)",5.102278133001005,-0.12294250175924375,Aql
7407,N/A,91.7431,5.570,0.757,K0III,"rgb(255, 207, 193)",5.102335796724174,0.2547485897692063,Aql
7392,N/A,62.3830,5.700,1.725,Am,"rgb(234, 215, 0)",5.102457350443962,-0.7582616951955325,Sgr
7420,N/A,37.2024,3.760,0.907,A5Vn,"rgb(227, 211, 0)",5.1038046204514425,0.9028549610037613,Cyg
7398,N/A,71.7360,5.460,1.181,K1/K2III,"rgb(255, 204, 187)",5.104519755053726,-0.47098783183883247,Sgr
7388,N/A,95.9693,6.140,1.229,K0/K1III,"rgb(255, 209, 199)",5.104549913897126,-0.96764115158539,Tel
7412,N/A,621.1180,6.080,-2.886,K5Ib,"rgb(255, 22, 79)",5.105854178871905,0.050685631094565003,Aql
7399,N/A,47.9386,6.600,3.197,F3V,"rgb(254, 226, 0)",5.106171097722356,-0.56010051849776,Sgr
7415,N/A,248.1390,6.090,-0.883,A0sh,"rgb(205, 198, 0)",5.107496789687165,0.0601161799654625,Aql
7393,N/A,34.3761,6.290,3.609,F5V,"rgb(255, 225, 249)",5.107603872124538,-0.9618518772019163,Tel
7414,N/A,162.0746,5.030,-1.019,M1IIIvar,"rgb(255, 13, 103)",5.107985114232804,-0.0486752586952,Aql
7417,Albireo,133.1558,3.050,-2.572,K3II+...,"rgb(255, 205, 190)",5.108235547233712,0.4879884921686625,Cyg
7418,N/A,122.5490,5.120,-0.322,B8V,"rgb(191, 188, 0)",5.108389313278665,0.48808615042722747,Cyg
7419,N/A,193.0502,6.260,-0.168,B9.5III,"rgb(206, 199, 0)",5.108493713270626,0.6323066686730062,Cyg
7410,N/A,237.5297,6.110,-0.769,A2V,"rgb(224, 209, 0)",5.109018436832711,-0.37196871353896377,Sgr
7450,N/A,186.9159,6.060,-0.298,K2,"rgb(255, 195, 166)",5.1094720441847405,1.2389976960510711,Dra
7383,N/A,387.5969,5.980,-1.962,K4/K5III,"rgb(255, 0, 145)",5.110247903220378,-1.1943972172924562,Pav
7428,N/A,363.6364,6.370,-1.433,K2II-IIIcomp,"rgb(255, 204, 187)",5.110437202735404,0.97270403335843,Cyg
7427,N/A,141.6431,5.550,-0.206,K1III,"rgb(255, 200, 175)",5.11085794191137,0.878017651739245,Cyg
7421,N/A,60.5327,5.890,1.980,K0III-IV,"rgb(255, 211, 204)",5.111023688632162,0.46455727528679625,Vul
7426,N/A,263.8522,4.740,-2.367,B3IV,"rgb(183, 181, 0)",5.112819983966469,0.6013177341321213,Cyg
7462,N/A,5.7547,4.670,5.870,K0V,"rgb(255, 215, 216)",5.11533717611695,1.2158168705983676,Dra
7411,N/A,115.7407,5.760,0.443,Am,"rgb(244, 220, 0)",5.117727823384747,-0.9282641424336162,Tel
7448,N/A,309.5975,6.300,-1.154,K4III,"rgb(255, 190, 155)",5.118910139139516,1.0499672244081264,Dra
7416,N/A,121.6545,5.590,0.164,A0p,"rgb(205, 198, 0)",5.11975062207976,-0.7901410676224775,Tel
7436,N/A,128.7001,6.610,1.062,A3Vn,"rgb(223, 208, 0)",5.120827600978895,0.6765240928075825,Cyg
7442,N/A,406.5041,6.000,-2.045,M4.5III,"rgb(255, 191, 159)",5.121203685960439,0.8597896574288713,Cyg
7429,N/A,32.9924,4.450,1.858,K3III,"rgb(255, 203, 183)",5.122930543533884,0.1287868241701925,Aql
7422,N/A,129.7017,5.890,0.325,A5IV-III,"rgb(223, 208, 0)",5.123158378350115,-0.6987362509329376,Sgr
7451,N/A,25.1130,5.710,3.711,F7V,"rgb(255, 224, 246)",5.123979724600371,0.8942477108759925,Cyg
7437,N/A,169.4915,5.000,-1.146,B8IIIn,"rgb(192, 188, 0)",5.125079039868252,0.34511098217505126,Vul
7453,N/A,86.5052,6.790,2.105,A9V,"rgb(239, 218, 0)",5.125440457986201,0.8406299875718525,Cyg
7444,N/A,176.6784,5.340,-0.896,A2V,"rgb(218, 205, 0)",5.125541767598264,0.7402379180649588,Cyg
7441,N/A,171.2329,5.390,-0.778,A0V+...,"rgb(255, 221, 235)",5.1262448952569235,0.514225560521515,Cyg
7430,N/A,140.2525,5.120,-0.615,G8III,"rgb(255, 204, 187)",5.127432432433624,-0.18431451496043125,Aql
7424,N/A,113.6364,4.880,-0.398,G9III,"rgb(255, 205, 189)",5.127849305354772,-0.8394894338254001,Tel
7438,N/A,39.9840,6.370,3.361,F6IV,"rgb(255, 226, 253)",5.128732334662679,0.05085200650452625,Aql
7432,N/A,117.3709,6.320,0.972,K0,"rgb(255, 204, 187)",5.12907216290014,-0.13020649554472377,Aql
7433,N/A,102.7749,6.270,1.211,K0III,"rgb(255, 205, 189)",5.129337908659934,-0.2138571909091825,Sgr
7457,N/A,184.8429,6.030,-0.304,B8Vn,"rgb(194, 190, 0)",5.130417415291092,0.6448038463081788,Cyg
7465,N/A,166.3894,6.470,0.364,G9III,"rgb(255, 207, 194)",5.1309732633702145,0.8768292937368637,Cyg
7431,N/A,90.2527,5.640,0.863,A1m...,"rgb(231, 213, 0)",5.131388200920878,-0.43142935864696125,Sgr
7445,N/A,153.3742,6.700,0.771,A3V,"rgb(220, 206, 0)",5.131852285022109,0.19460714119616498,Aql
7452,N/A,204.9180,6.330,-0.228,B9sp...,"rgb(197, 192, 0)",5.131875357080494,0.3941959332947462,Vul
7449,N/A,119.0476,6.370,0.991,K0II-III,"rgb(255, 207, 193)",5.13240870492828,0.2511715564012775,Aql
7439,N/A,77.6398,6.130,1.680,F0V,"rgb(241, 219, 0)",5.133164160692558,-0.3290455519608,Sgr
7469,N/A,18.3352,4.490,3.174,F4V,"rgb(254, 226, 0)",5.133197867267244,0.8765235939263988,Cyg
7458,N/A,100000.0000,7.010,-12.990,F8IV,"rgb(255, 202, 181)",5.134011737873915,0.3548768026133475,Vul
7468,N/A,40.8330,5.170,2.115,K0III,"rgb(255, 210, 203)",5.134031394530547,0.7800737905281763,Cyg
7440,N/A,58.1395,4.590,0.768,B8/B9V,"rgb(195, 190, 0)",5.134353526336238,-0.434301150747555,Sgr
7447,N/A,119.9041,4.360,-1.034,B5III,"rgb(194, 190, 0)",5.134415233176062,-0.0224554212398325,Aql
7456,N/A,371.7472,5.980,-1.871,G0Ib,"rgb(255, 212, 207)",5.135082436578165,0.19675456017204127,Aql
7446,N/A,515.4639,4.930,-3.631,B0.5III,"rgb(200, 194, 0)",5.135154937723344,-0.12265261511302,Aql
7467,N/A,361.0108,6.510,-1.278,B5II-III,"rgb(186, 184, 0)",5.135387610833349,0.6699241460040251,Cyg
7443,N/A,121.8027,5.660,0.232,K0III,"rgb(255, 201, 178)",5.135874262119417,-0.31819188456409375,Sgr
7466,N/A,375.9398,6.430,-1.446,B5V,"rgb(193, 189, 0)",5.1363307868759245,0.51196964453084,Cyg
7463,N/A,147.2754,5.670,-0.171,G8IIIvar,"rgb(255, 208, 196)",5.136896190341437,0.2873301071703975,Sge
7454,N/A,30.5623,5.460,3.034,F7V,"rgb(255, 224, 244)",5.138134104923876,-0.2496135123411775,Sgr
7460,N/A,32.1543,5.450,2.914,F3IV,"rgb(255, 226, 251)",5.139072343893027,-0.08111661835194625,Aql
7477,N/A,140.2525,6.470,0.735,G6V,"rgb(255, 208, 198)",5.139754819828421,0.8601753295568038,Cyg
7472,N/A,168.9189,6.500,0.362,K0III,"rgb(255, 207, 194)",5.1412883831116485,0.3627386014666963,Vul
7434,N/A,162.6016,6.190,0.134,K0III,"rgb(255, 209, 199)",5.141880918845505,-1.0120002066269627,Pav
7484,N/A,40.8831,5.890,2.832,F6Vasv,"rgb(255, 224, 246)",5.1429884851345875,0.9594736944099838,Cyg
7471,N/A,100000.0000,6.360,-13.640,B3III,"rgb(211, 201, 0)",5.143557410147556,0.059018699332662496,Aql
7474,N/A,239.2344,5.180,-1.714,B3V + B3V,"rgb(208, 201, 0)",5.145204551236089,0.09420891464787626,Aql
7478,N/A,81.6327,4.680,0.121,G8III-IV...,"rgb(255, 209, 199)",5.146001876721335,0.5262747341325725,Cyg
7475,N/A,100000.0000,6.370,-13.630,M0Iab-Ib SB,"rgb(255, 46, 22)",5.146200462302147,0.289220616080135,Sge
7483,N/A,200.0000,5.410,-1.095,B9III,"rgb(197, 192, 0)",5.14628366550343,0.7473199274018287,Cyg
7487,N/A,126.4223,6.250,0.741,K0III,"rgb(255, 210, 203)",5.146869327055369,0.8021086282592937,Cyg
7461,N/A,111.7318,6.240,0.999,Am,"rgb(243, 220, 0)",5.147396527651161,-0.7902597829580674,Tel
7481,N/A,149.9250,6.100,0.221,A3IV,"rgb(221, 207, 0)",5.147624783435266,0.5930443448112388,Cyg
7470,N/A,98.7167,6.330,1.358,A0V,"rgb(215, 203, 0)",5.147954805521152,-0.40889050579589376,Sgr
7435,N/A,103.3058,6.370,1.299,A0Vn,"rgb(215, 204, 0)",5.148150493529289,-1.1638816322710823,Pav
7464,N/A,85.5432,6.600,1.939,A1mA6-F0,"rgb(238, 217, 0)",5.148395400989409,-0.6882338003690263,Sgr
7479,N/A,130.3781,4.390,-1.186,G0II,"rgb(255, 215, 216)",5.1491424431358634,0.31440169845400123,Sge
7473,N/A,109.8901,5.970,0.765,K0III,"rgb(255, 207, 194)",5.14924228448534,-0.40891468471868625,Sgr
7500,N/A,155.5210,6.490,0.531,A5V,"rgb(234, 215, 0)",5.149680782717314,1.0560483610211049,Dra
7500,N/A,87.0322,9.100,4.402,N/A,"rgb(255, 226, 253)",5.149761188575789,1.0561253687030587,Dra
7459,N/A,116.2791,6.240,0.912,K0III,"rgb(255, 208, 197)",5.150080300252091,-0.9497696132669663,Tel
7482,N/A,740.7407,6.520,-2.828,B0.5Ia,"rgb(246, 222, 0)",5.150781150633805,0.3573923675033375,Vul
7485,N/A,510.2041,6.640,-1.899,B6IV,"rgb(207, 200, 0)",5.151599588583828,0.41395634042083873,Vul
7492,N/A,515.4639,6.170,-2.391,M2III,"rgb(255, 191, 157)",5.1517137684181815,0.7518498659114725,Cyg
7480,N/A,107.9914,5.640,0.473,A3IV,"rgb(224, 209, 0)",5.151871622082871,-0.01084256425646125,Aql
7476,N/A,73.7463,5.300,0.961,K1III,"rgb(255, 205, 188)",5.151876102636375,-0.28437116454408623,Sgr
7495,N/A,49.6278,5.060,1.581,F5II,"rgb(255, 226, 252)",5.152369205925824,0.794560127663695,Cyg
7488,N/A,134.7709,4.390,-1.258,G8II,"rgb(255, 207, 193)",5.153298339336046,0.3050144579214263,Sge
7486,N/A,100000.0000,5.980,-14.020,B5V,"rgb(194, 190, 0)",5.153486636,0.2411291324878925,Aql
7490,N/A,523.5602,6.430,-2.165,K0Iab:,"rgb(255, 193, 161)",5.154149929120055,0.3918748126468788,Vul
7455,N/A,185.5288,6.080,-0.262,M0III,"rgb(255, 191, 158)",5.155793668834722,-1.1493763456903687,Pav
7503,N/A,21.0793,5.990,4.371,G2V,"rgb(255, 219, 229)",5.156648196268136,0.8818286543928537,Cyg
7504,N/A,21.2134,6.250,4.617,G5V,"rgb(255, 219, 227)",5.156867400775218,0.8816971078616538,Cyg
7499,N/A,81.5661,6.220,1.662,A6V,"rgb(231, 213, 0)",5.157274740281314,0.7025673508254,Cyg
7509,N/A,316.4557,6.420,-1.082,M5IIIa,"rgb(255, 194, 163)",5.157749168202926,0.9680158296923675,Cyg
7493,N/A,215.5172,6.330,-0.337,B9III,"rgb(194, 190, 0)",5.158379709424212,0.21281255296510249,Aql
7489,N/A,54.3183,5.060,1.385,F3IV/V,"rgb(246, 222, 0)",5.159711925308736,-0.2814168245476425,Sgr
7497,N/A,261.7801,5.280,-1.810,F3V:+...,"rgb(255, 221, 236)",5.159921156504706,0.20641281000164374,Aql
7502,N/A,602.4096,5.930,-2.969,A5III,"rgb(224, 209, 0)",5.160691756084514,0.5659534026703562,Cyg
7501,N/A,85.2515,6.540,1.886,F1III,"rgb(248, 223, 0)",5.161019080884157,0.511935839434085,Cyg
7505,N/A,111.2347,6.080,0.849,A1V,"rgb(211, 201, 0)",5.162509170325628,0.535430201411145,Cyg
7522,N/A,44.2087,6.290,3.062,G0V,"rgb(255, 221, 235)",5.162854993639582,1.0125809860783,Cyg
7496,N/A,48.9237,5.490,2.042,F5V,"rgb(255, 225, 248)",5.16424942719326,-0.270004275133055,Sgr
7491,N/A,194.9318,6.140,-0.309,B8IV/V,"rgb(213, 202, 0)",5.164546890118046,-0.6551750438256687,Sgr
7526,N/A,77.7605,6.280,1.826,K2III,"rgb(255, 212, 206)",5.1646833869289175,0.9955831625644537,Cyg
7506,N/A,101.7294,5.500,0.463,G8III,"rgb(255, 210, 202)",5.1649328060858855,0.4498050078085888,Vul
7514,N/A,174.8252,5.860,-0.353,M0III,"rgb(255, 190, 153)",5.165090512820651,0.7290782801814488,Cyg
7512,N/A,331.1258,6.040,-1.560,B8III,"rgb(195, 191, 0)",5.165552859071449,0.596252018563725,Cyg
7508,N/A,757.5758,6.270,-3.127,B7V + G1:III,"rgb(255, 208, 195)",5.165881804967474,0.4736020368889925,Vul
7517,N/A,88.6525,4.890,0.152,G8III,"rgb(255, 210, 201)",5.167381324930482,0.6519564846808613,Cyg
7545,N/A,132.1004,5.900,0.295,A2III,"rgb(219, 206, 0)",5.16751315445811,1.21016007052207,Dra
7511,N/A,310.5590,6.250,-1.211,B9III-IV,"rgb(201, 195, 0)",5.168661062509731,0.23217736000265002,Aql
7520,N/A,297.6190,6.390,-0.978,M1III,"rgb(255, 192, 160)",5.168950568413157,0.6006404701110075,Cyg
7518,N/A,787.4016,6.970,-2.511,F2Iab:,"rgb(255, 219, 229)",5.169718639877935,0.5107652286153512,Cyg
7523,N/A,251.2563,6.360,-0.641,M3III,"rgb(255, 191, 157)",5.169741819934389,0.7106422783785288,Cyg
7528,N/A,50.5817,2.860,-0.660,B9.5III,"rgb(208, 201, 0)",5.170426442444136,0.7876812218827774,Cyg
7529,N/A,300.3003,6.380,-1.008,B9.5V,"rgb(199, 194, 0)",5.17342158359927,0.6299071725556837,Cyg
7519,N/A,53.6193,5.890,2.243,A3IV,"rgb(231, 213, 0)",5.173442941957249,0.13287467424211374,Aql
7530,N/A,128.0410,6.140,0.603,A2V+...,"rgb(255, 206, 191)",5.1742725088132495,0.6110877922317087,Cyg
7516,N/A,362.3188,6.470,-1.325,B3III,"rgb(213, 202, 0)",5.1743363270385565,-0.05032574620757625,Aql
7507,N/A,217.8649,5.510,-1.181,B8III,"rgb(214, 203, 0)",5.174989712207583,-0.5569096295345787,Sgr
7525,Tarazed,121.0654,2.720,-2.695,K3II,"rgb(255, 192, 160)",5.1760341858612176,0.18523635134271627,Aql
7515,N/A,63.6537,4.870,0.851,K0III,"rgb(255, 206, 192)",5.1764824963319125,-0.34489648684770247,Sgr
7534,N/A,21.2314,5.000,3.365,F5,"rgb(255, 224, 246)",5.176762715808592,0.5886576263057337,Cyg
7535,N/A,121.5067,6.180,0.757,K2,"rgb(255, 203, 183)",5.177447520598807,0.574014191836,Cyg
7533,N/A,59.5593,6.660,2.785,A7IV,"rgb(243, 220, 0)",5.177776897935874,0.43866815119013625,Vul
7563,N/A,175.1313,6.340,0.123,F0III,"rgb(245, 221, 0)",5.178149113189494,1.1944683965808138,Dra
7536,N/A,182.1494,3.680,-2.622,M2II + B6,"rgb(255, 198, 173)",5.180956247710918,0.3234843158752825,Sge
7547,N/A,299.4012,6.140,-1.241,M2III,"rgb(255, 0, 145)",5.181215943731655,0.83614472041772,Cyg
7543,N/A,144.9275,5.830,0.024,B8Vn,"rgb(193, 189, 0)",5.181284683774327,0.6703393187914175,Cyg
7540,N/A,126.9036,6.000,0.483,K0II-III,"rgb(255, 208, 197)",5.182794233127649,0.4430353955820975,Vul
7510,N/A,49.5540,5.330,1.855,A9Vn,"rgb(232, 214, 0)",5.183711904718607,-0.9837131446724738,Tel
7532,N/A,65.4879,6.110,2.029,A6:IIIm...,"rgb(232, 213, 0)",5.183847768710009,-0.23917321040886375,Sgr
7582,N/A,45.3721,3.840,0.556,G8III,"rgb(255, 212, 206)",5.1843740243315795,1.2264067382751074,Dra
7542,N/A,375.9398,6.440,-1.436,F8Ib-II,"rgb(255, 210, 203)",5.1858468808554585,0.186647252108635,Aql
7544,N/A,157.7287,5.750,-0.240,F2V:+...,"rgb(255, 222, 239)",5.186686367618093,0.20622629469648376,Aql
7550,N/A,63.6943,6.660,2.639,F4V,"rgb(255, 226, 250)",5.186812541908005,0.6163013889831025,Cyg
7551,N/A,100000.0000,6.420,-13.580,B0.5Ibvar,"rgb(225, 209, 0)",5.187307483586843,0.5835906855023313,Cyg
7521,N/A,284.9003,6.270,-1.003,K1III,"rgb(255, 204, 186)",5.187633606255918,-0.9230716292479738,Tel
7546,N/A,78.1861,5.010,0.544,A3V,"rgb(221, 207, 0)",5.187893691763639,0.33409166488908376,Sge
7541,N/A,96.4320,6.000,1.079,K5III,"rgb(255, 201, 178)",5.188151448269717,-0.18973061226834126,Aql
7538,N/A,46.4253,6.040,2.706,F3V,"rgb(255, 227, 254)",5.188834728422586,-0.5024623555784462,Sgr
7498,N/A,43.6300,5.390,2.191,A4III,"rgb(237, 216, 0)",5.189830837130472,-1.2654226706810474,Pav
7555,N/A,214.5923,6.120,-0.538,G6III,"rgb(255, 211, 205)",5.189991274673734,0.6756195609681125,Cyg
7513,N/A,308.6420,6.440,-1.007,K4III,"rgb(255, 193, 161)",5.191875919668342,-1.1661080365754224,Pav
7556,N/A,606.0606,6.450,-2.463,B5V,"rgb(190, 186, 0)",5.1919705695402465,0.496365957916495,Vul
7537,N/A,408.1633,5.910,-2.144,M1III,"rgb(255, 2, 135)",5.193376786428599,-0.8300330710513488,Tel
7554,N/A,529.1005,6.490,-2.128,B2.5IVe,"rgb(193, 189, 0)",5.1936256491851065,0.13792322301206625,Aql
7527,N/A,284.9003,6.210,-1.063,B5V,"rgb(185, 183, 0)",5.193936531807858,-1.0657175831981776,Pav
7564,N/A,180.8318,7.910,1.624,S71e:,"rgb(255, 74, 0)",5.1948215871323855,0.5744586892081313,Cyg
7566,N/A,212.3142,5.180,-1.455,M2IIIa,"rgb(255, 1, 139)",5.194826618628142,0.6758337112837,Cyg
7567,N/A,649.3506,5.680,-3.382,B1III,"rgb(198, 193, 0)",5.195069077097578,0.7085994746294213,Cyg
7576,N/A,62.0732,5.030,1.065,K3IIIvar,"rgb(255, 199, 175)",5.195098154910094,0.9248150857828162,Cyg
7531,N/A,84.9618,5.410,0.764,A0IV,"rgb(220, 206, 0)",5.195611757505439,-1.0331243809628123,Pav
7557,Altair,5.1295,0.760,2.210,A7IV-V,"rgb(235, 215, 0)",5.195772105546999,0.15478141706831,Aql
7553,N/A,27.8707,5.380,3.154,F0V,"rgb(255, 227, 254)",5.195756754674276,-0.18785871630909373,Aql
7568,N/A,813.0081,6.130,-3.420,M3III,"rgb(255, 0, 148)",5.195763165318594,0.6601939056532588,Cyg
7524,N/A,57.9039,6.040,2.226,F2III-IV,"rgb(246, 221, 0)",5.1968016653933455,-1.1450247746396713,Pav
7560,N/A,19.1902,5.120,3.705,F8V,"rgb(255, 222, 237)",5.1968371259051995,0.18178872892479125,Aql
7565,N/A,193.0502,4.900,-1.528,B2.5V,"rgb(182, 181, 0)",5.197016529534951,0.3946197506870762,Vul
