hr,proper,ra,dec,dist,mag,absmag,spect,ci,con
8323,NaN,21.804363,-47.303615,15.9949,5.570,4.550,G2V,0.601,Gru
8338,NaN,21.808154,38.648575,145.5604,6.100,0.285,B8V,-0.072,Cyg
8347,NaN,21.821948,61.272760,271.7391,6.180,-0.991,M1II-III,1.685,Cep
8341,NaN,21.824130,20.462446,358.4229,6.270,-1.502,B2V,-0.097,Peg
8345,NaN,21.827804,41.148787,100000.0000,6.480,-13.520,A2Ib,0.381,Cyg
8337,NaN,21.828061,-12.722865,138.3126,6.310,0.606,A1/A2III,0.223,Cap
8343,NaN,21.830748,30.174215,84.2460,5.070,0.442,A1Vs,0.010,Peg
8331,NaN,21.833369,-64.712537,103.6269,5.620,0.543,K1III,1.018,Ind
8344,NaN,21.835749,17.285851,33.4225,5.340,2.720,F2III-IV,0.394,Peg
8340,NaN,21.836939,-16.844914,217.8649,6.380,-0.311,K3III,1.420,Cap
8333,NaN,21.846448,-69.629416,166.6667,5.520,-0.589,M0III,1.378,Ind
8280,NaN,21.848413,-82.718904,125.4705,5.270,-0.223,G8/K0III+..,0.756,Oct
8349,NaN,21.851383,39.536658,311.5265,6.200,-1.267,B9p HgMn,-0.068,Cyg
8348,NaN,21.859513,19.826682,161.5509,5.780,-0.262,B8III,-0.100,Peg
8361,NaN,21.860347,65.752710,87.5657,6.370,1.658,Am+...,0.281,Cep
8346,NaN,21.861595,-18.622940,64.6831,6.190,2.136,F0V,0.374,Cap
8357,NaN,21.866954,55.796743,460.8295,5.700,-2.618,B6IV-V,-0.081,Cep
8350,NaN,21.871717,21.273162,274.7253,6.270,-0.924,M8III,1.601,Peg
8354,NaN,21.874978,28.793538,27.4499,5.520,3.327,F6IVwvar,0.426,Peg
8356,NaN,21.884380,25.925140,193.7984,5.090,-1.347,B3V,-0.155,Peg
8351,NaN,21.888268,-13.551768,26.6170,5.080,2.954,F3IV,0.378,Cap
8355,NaN,21.893343,-10.311619,377.3585,6.570,-1.314,B9V,-0.120,Cap
8358,NaN,21.893717,19.668437,72.3066,5.690,1.394,A0Vs,0.011,Peg
8353,NaN,21.898808,-37.364852,64.7249,3.000,-1.055,B8III,-0.084,Gru
8359,NaN,21.899380,6.864804,140.4494,6.140,0.402,G0IIIs,0.786,Peg
8360,NaN,21.902881,-4.276180,89.6861,5.710,0.946,K2III,1.185,Aqr
8364,NaN,21.904839,19.718121,102.9866,6.360,1.296,K0III+...,0.938,Peg
8364,NaN,21.905249,19.715996,37.6081,8.750,5.874,G5,0.569,Peg
8363,NaN,21.909976,-3.301272,59.2066,6.240,2.378,F5IV,0.466,Aqr
8371,NaN,21.914766,56.611227,100000.0000,5.740,-14.260,B8Ibvar,0.655,Cep
8352,NaN,21.919823,-61.886608,46.4684,5.920,2.584,F1III,0.393,Ind
8374,NaN,21.922388,61.541810,100000.0000,6.170,-13.830,G8Ib...,1.599,Cep
8375,NaN,21.925276,65.320809,314.4654,5.840,-1.648,B2.5Ve,-0.037,Cep
8365,NaN,21.932121,-30.605920,129.8701,6.410,0.842,G8III,0.927,PsA
8362,NaN,21.937235,-57.899591,142.8571,6.170,0.395,A3m...,0.215,Ind
8366,NaN,21.939659,-37.253655,102.9866,5.450,0.386,A3V,0.084,Gru
8372,NaN,21.939996,21.239858,403.2258,6.390,-1.638,K5V,1.698,Peg
8383,NaN,21.944207,63.625557,751.8797,5.110,-4.271,M2 comp,1.547,Cep
8373,NaN,21.948992,12.076492,122.8501,5.540,0.093,A2Vnn,0.054,Peg
8367,NaN,21.950597,-37.746844,143.6782,6.180,0.393,F2/F3V,0.321,Gru
8377,NaN,21.950618,48.668566,330.0330,6.510,-1.083,B8V,-0.074,Cyg
8384,NaN,21.953082,66.156153,529.1005,6.410,-2.208,B2V,-0.056,Cep
8395,NaN,21.964184,74.996714,347.2222,6.320,-1.383,K5,1.560,Cep
8368,NaN,21.965293,-54.992575,57.6701,4.400,0.595,F0IV,0.297,Ind
8376,NaN,21.970363,-5.424922,53.9374,6.330,2.671,F5IV,0.378,Aqr
8423,NaN,21.970404,82.869485,29.9043,6.920,4.541,F6IV-V,0.517,Cep
8369,NaN,21.975021,-59.012140,67.1141,6.130,1.996,F3V,0.469,Ind
8378,NaN,21.978831,-21.182945,322.5806,6.060,-1.483,M2III,1.621,Cap
8388,NaN,21.981532,62.697986,284.0909,5.960,-1.307,M3III,1.640,Cep
8382,NaN,21.981940,-4.373109,36.8868,6.240,3.406,K2V,0.971,Aqr
8400,NaN,21.987518,73.179896,36.7242,5.040,2.215,F5V,0.439,Cep
8379,NaN,21.988307,-38.395096,132.6260,5.500,-0.113,K1II/III,0.996,Gru
8389,NaN,21.989683,57.658524,178.8909,6.580,0.317,A0III-IV,0.022,Cep
8385,NaN,22.002202,6.717437,328.9474,6.000,-1.586,B3III,-0.112,Peg
8381,NaN,22.006732,-55.883486,166.6667,6.020,-0.089,B9IV/V,-0.061,Ind
8391,NaN,22.007417,33.005928,68.7758,6.460,2.273,F5III,0.463,Peg
8399,NaN,22.010907,62.487795,100000.0000,6.670,-13.330,B0IV,0.014,Cep
8386,NaN,22.013951,-28.453736,250.6266,5.430,-1.565,B8/B9V+...,-0.095,PsA
8390,NaN,22.018060,0.604715,219.2982,5.600,-1.105,K4III:,1.279,Aqr
8392,NaN,22.018152,13.119823,77.2201,5.610,1.171,F4III,0.336,Peg
8393,NaN,22.019232,8.257164,165.8375,5.650,-0.448,K5III,1.440,Peg
8403,NaN,22.030718,52.882253,306.7485,5.790,-1.644,B5III,-0.106,Cyg
8370,NaN,22.031289,-77.662544,99.7009,6.390,1.397,A5IV/V,0.231,Oct
8397,NaN,22.033715,10.973806,598.8024,6.360,-2.526,B5IIIn,-0.104,Peg
8406,NaN,22.034604,58.000366,934.5794,5.550,-4.303,O9V,0.017,Cep
8394,NaN,22.036625,-17.903474,89.9281,6.280,1.511,K0III,1.002,Aqr
8396,NaN,22.040625,-16.964836,270.2703,6.390,-0.769,A0/1V + K1/2,0.447,Aqr
8407,NaN,22.049074,44.649863,151.0574,5.570,-0.326,A0IV,-0.029,Cyg
8380,NaN,22.051044,-76.118427,62.5782,5.940,1.958,F3III,0.399,Oct
8401,NaN,22.054572,-6.522406,93.1099,5.550,0.705,K0III,0.959,Aqr
8398,NaN,22.054746,-29.904550,71.6332,7.140,2.864,F2V,0.330,PsA
8387,NaN,22.055486,-56.785977,3.6224,4.690,6.895,K5V,1.056,Ind
8402,NaN,22.055234,-2.155363,133.5113,4.740,-0.888,B7IVe,-0.100,Aqr
8404,NaN,22.055287,11.386552,193.0502,5.830,-0.598,B9.5V,-0.050,Peg
8417,NaN,22.063135,64.627971,29.5946,4.260,1.904,Am,0.379,Cep
8416,NaN,22.064709,63.119920,130.0390,5.260,-0.310,M5III,1.557,Cep
8405,NaN,22.073288,-29.916530,636.9427,6.450,-2.571,K5III,1.603,PsA
8412,NaN,22.076255,32.941744,284.9003,6.360,-0.913,G5Ia,1.121,Peg
8408,NaN,22.076879,-26.822359,377.3585,5.970,-1.914,B3V (+B),-0.167,PsA
8410,NaN,22.079839,-0.906343,68.1199,5.290,1.124,A5m,0.231,Aqr
8426,NaN,22.083469,62.785671,92.9368,5.270,0.429,K4III,1.413,Cep
8428,NaN,22.085775,62.279814,632.9114,5.070,-3.937,O9.5Ib,0.240,Cep
8415,NaN,22.086481,26.673689,119.3317,5.750,0.366,K2III,1.249,Peg
8421,NaN,22.087919,46.744836,304.8780,6.160,-1.261,M4III,1.611,Lac
8419,NaN,22.092964,28.963981,106.3830,5.690,0.556,B9Vn,-0.048,Peg
8413,NaN,22.094653,5.058530,83.2639,4.860,0.258,K4III,1.443,Peg
8414,Sadalmelik,22.096399,-0.319851,160.5136,2.950,-3.078,G2Ib,0.969,Aqr
8422,NaN,22.097346,45.112504,196.4637,6.500,0.034,A0V,-0.025,Lac
8409,NaN,22.097496,-59.636072,150.6024,5.620,-0.269,K4III,1.468,Ind
8427,NaN,22.097561,48.231494,100000.0000,6.260,-13.740,B2V SB,-0.088,Lac
8424,NaN,22.100543,45.014348,186.5672,5.090,-1.264,K5III,1.568,Lac
8411,NaN,22.101914,-39.543353,74.2390,4.470,0.117,M0III,1.349,Gru
8429,NaN,22.103405,45.248690,97.7517,6.190,1.239,A3V,0.078,Lac
8434,NaN,22.103766,56.343396,197.6285,6.380,-0.099,A0III,-0.091,Cep
8418,NaN,22.107286,-13.869679,53.7057,4.290,0.640,B8V,-0.075,Aqr
8430,NaN,22.116847,25.345112,11.7261,3.770,3.424,F5V,0.435,Peg
8442,NaN,22.119345,58.840718,208.3333,6.340,-0.254,G6III,0.877,Cep
8443,NaN,22.123774,53.307438,100000.0000,6.170,-13.830,A3Ib,0.389,Lac
8435,NaN,22.124608,19.475526,61.9579,5.740,1.780,F2V:,0.331,Peg
8436,NaN,22.124990,18.000709,306.7485,6.310,-1.124,M1,1.605,Peg
8438,NaN,22.130641,21.702926,186.5672,5.790,-0.564,B7Vn,-0.077,Peg
8425,Alnair,22.137209,-46.960975,30.9693,1.730,-0.725,B7IV,-0.070,Gru
8445,NaN,22.137857,49.796990,357.1429,6.410,-1.354,K5III,1.579,Lac
8441,NaN,22.138122,25.543522,88.1834,6.080,1.353,F1IV,0.311,Peg
8431,NaN,22.139722,-32.988468,41.6493,4.500,1.402,A2V,0.054,PsA
8433,NaN,22.140537,-34.043841,130.0390,4.990,-0.580,K4III,1.499,PsA
8448,NaN,22.144675,45.742254,42.7716,6.110,2.954,K2III comp,0.763,Lac
8437,NaN,22.145178,-33.125691,78.0031,6.370,1.909,A2III/IV,0.205,PsA
8439,NaN,22.149720,-18.519592,714.2857,5.800,-3.469,B2III,-0.154,Aqr
8449,NaN,22.153789,33.172337,88.4956,5.580,0.845,G6III:,0.985,Peg
8468,NaN,22.163441,72.341207,120.9190,4.790,-0.622,G8III,0.919,Cep
8444,NaN,22.165473,-34.014967,63.3714,5.370,1.361,A5IV,0.241,PsA
8440,NaN,22.166072,-48.107661,198.0198,6.430,-0.054,K3III,1.380,Gru
8454,NaN,22.166457,33.178224,80.6452,4.280,-0.253,F5III,0.471,Peg
8446,NaN,22.166708,-28.292435,128.0410,6.440,0.903,A5V,0.147,PsA
8447,NaN,22.169093,-32.548407,18.2782,4.940,3.630,F6V,0.489,PsA
8450,NaN,22.169996,6.197865,28.2965,3.520,1.261,A2V,0.086,Peg
8473,NaN,22.170920,72.111265,157.9779,6.360,0.367,B9MNp...,-0.053,Cep
8455,NaN,22.171949,19.616339,59.2417,6.180,2.317,G0V,0.688,Peg
8451,NaN,22.172530,-3.894086,148.1481,6.280,0.427,A1Vnn,-0.006,Aqr
8456,NaN,22.172788,14.629858,135.6852,6.360,0.697,K0III,1.080,Peg
8459,NaN,22.175051,20.977984,208.3333,6.450,-0.144,A3III,0.099,Peg
8453,NaN,22.176041,-4.266855,101.9368,5.980,0.938,K0III-IV,0.981,Aqr
8458,NaN,22.177065,11.624539,208.7683,5.780,-0.818,M1III,1.617,Peg
8452,NaN,22.177078,-11.564939,137.9310,5.430,-0.268,B5III,-0.117,Aqr
8474,NaN,22.177462,70.132573,33.5909,5.520,2.889,F2V,0.391,Cep
8420,NaN,22.178432,-75.881435,136.9863,6.540,0.857,K2IIICN...,1.182,Oct
8465,NaN,22.180908,58.201261,256.4103,3.390,-3.655,K1Ibv SB,1.558,Cep
8460,NaN,22.181029,30.553001,129.7017,6.300,0.735,A8IV,0.227,Peg
8457,NaN,22.183993,-21.232790,56.3380,6.100,2.346,F6/F7V,0.503,Aqr
8463,NaN,22.186069,50.823393,56.1482,5.380,1.633,A5V,0.152,Lac
8469,NaN,22.191828,59.414488,606.0606,5.050,-3.863,O6e,0.192,Cep
8472,NaN,22.196848,56.839357,37.3552,5.240,2.378,F8V,0.534,Cep
8461,NaN,22.197592,16.040551,54.9451,5.930,2.230,K1III,0.951,Peg
8432,NaN,22.198637,-76.116023,88.1834,6.130,1.403,K0III,1.001,Oct
8476,NaN,22.199116,59.084579,117.9245,6.290,0.932,K0III,1.123,Cep
8479,NaN,22.200560,60.759095,112.1076,5.370,0.122,K1III,1.184,Cep
8466,NaN,22.202248,24.950641,100000.0000,5.970,-14.030,K0,1.500,Peg
8483,NaN,22.206235,63.291035,290.6977,5.760,-1.557,M3III,1.645,Cep
8462,NaN,22.207155,-14.193957,42.0521,6.040,2.921,F0V,0.386,Aqr
8467,NaN,22.212186,-4.720679,89.0472,6.390,1.642,F7V,0.498,Aqr
8475,NaN,22.213284,34.604592,79.1139,5.340,0.849,K2III,1.134,Peg
8493,NaN,22.214233,73.315001,174.5201,8.480,2.271,G5,0.217,Cep
8493,NaN,22.214649,73.307193,210.9705,6.110,-0.511,A3V+...,1.006,Cep
8464,NaN,22.215968,-26.327793,63.4518,6.190,2.178,A3V,0.169,PsA
8546,NaN,22.219501,86.107955,78.6782,5.270,0.791,B9.5Vn,-0.030,Cep
8482,NaN,22.227415,28.608017,74.8503,5.870,1.499,K2III,1.169,Peg
8470,NaN,22.229008,-25.180905,77.3994,5.580,1.136,F7II,0.497,PsA
8487,NaN,22.230339,45.440613,77.1605,5.530,1.093,A0III,0.021,Lac
8490,NaN,22.230475,63.162337,400.0000,6.130,-1.880,B8Vn,-0.089,Cep
8485,NaN,22.231312,39.714927,147.9290,4.500,-1.350,K3III,1.385,Lac
8480,NaN,22.238342,-21.074566,71.5820,5.330,1.056,K1III,0.812,Aqr
8478,NaN,22.238542,-27.766908,153.6098,5.450,-0.482,B7V,-0.121,PsA
8477,NaN,22.244039,-41.381666,22.0507,6.230,4.513,G5V,0.648,Gru
8489,NaN,22.245656,42.953910,82.3723,5.720,1.141,A2Vnn,0.014,Lac
8494,NaN,22.250544,57.043587,26.1986,4.180,2.089,F0IV,0.278,Cep
8484,NaN,22.259732,-44.451499,191.2046,6.100,-0.307,G8/K0III,0.988,Gru
8486,NaN,22.260253,-41.346700,84.2460,4.790,0.162,G8III+...,0.790,Gru
8498,NaN,22.266160,37.748737,190.4762,4.140,-2.259,K3III,1.447,Lac
8491,NaN,22.266619,8.549574,118.7648,6.210,0.837,A1Vn,0.019,Peg
8506,NaN,22.274039,57.220238,189.0359,5.880,-0.503,G8III,0.950,Cep
8488,NaN,22.274045,-41.627225,81.3670,5.110,0.558,G8III,0.930,Gru
8503,NaN,22.274902,27.804030,119.9041,6.380,0.986,G9III,0.982,Peg
8495,NaN,22.276015,-1.596389,80.7103,6.160,1.625,A5Vn,0.194,Aqr
8492,NaN,22.277073,-25.898162,176.0563,6.140,-0.088,K1II/III,1.110,PsA
8496,NaN,22.280012,-12.831436,179.8561,5.340,-0.935,K1III,1.132,Aqr
8499,NaN,22.280565,-7.783290,57.4713,4.170,0.373,G8III-IV,0.979,Aqr
8500,NaN,22.281268,-9.040067,113.2503,5.800,0.530,K3III:,1.158,Aqr
8497,NaN,22.283287,-23.140247,142.2475,6.170,0.405,K0III,1.051,Aqr
8504,NaN,22.285139,-5.387164,94.7867,5.750,0.866,G6III,0.878,Aqr
8471,NaN,22.297409,-77.511553,38.4911,5.490,2.563,F3III,0.312,Oct
8507,NaN,22.301187,-0.237656,41.9815,6.390,3.275,F3V,0.441,Aqr
8511,NaN,22.303505,62.804388,282.4859,5.750,-1.505,K3III,1.256,Cep
8501,NaN,22.304289,-53.627073,13.7855,5.360,4.663,G1V,0.614,Gru
8525,NaN,22.305668,76.488027,250.6266,6.620,-0.375,A1Vn,0.012,Cep
8502,NaN,22.308371,-60.259587,61.2370,2.870,-1.065,K3III,1.390,Tuc
8510,NaN,22.315611,37.769286,73.5294,6.190,1.858,A9IIIp,0.270,Lac
8508,NaN,22.316872,-13.304995,113.3787,5.960,0.687,K0III,1.075,Aqr
8481,NaN,22.333754,-80.439747,89.1266,5.090,0.340,M6III,1.276,Oct
8512,NaN,22.336643,-7.821102,270.2703,5.350,-1.809,B8IIIMNp...,-0.048,Aqr
8513,NaN,22.340994,5.789498,390.6250,5.370,-2.589,B5IV,-0.037,Peg
8509,NaN,22.343406,-57.509783,357.1429,6.410,-1.354,K3/K4III,1.404,Tuc
8519,NaN,22.344311,50.980814,423.7288,6.400,-1.735,K2,1.195,Lac
8514,NaN,22.348833,8.186742,30.9310,6.180,3.728,F6V,0.451,Peg
8517,NaN,22.350016,26.935162,225.7336,6.460,-0.308,M4III,1.526,Peg
8523,NaN,22.350428,46.536569,170.0680,4.550,-1.603,B6V,-0.100,Lac
8522,NaN,22.355372,28.330529,213.2196,4.780,-1.864,B9III,-0.010,Peg
8520,NaN,22.358632,12.205186,497.5124,4.820,-3.664,B2IV-V,-0.132,Peg
8516,NaN,22.359880,-21.598230,52.4384,5.120,1.522,K0III,1.057,Aqr
8518,NaN,22.360938,-1.387331,50.2008,3.860,0.356,A0V,-0.057,Aqr
8528,NaN,22.364130,42.078156,170.3578,6.380,0.223,B5V,-0.086,Lac
8521,NaN,22.378944,-45.947944,163.1321,6.420,0.357,S57:,2.231,Gru
8535,NaN,22.383383,57.284612,310.5590,6.180,-1.281,B8III-IV,-0.112,Cep
8537,NaN,22.383475,62.419357,227.7904,6.040,-0.748,A1V,0.035,Cep
8524,NaN,22.385535,-45.928488,40.0000,5.620,2.610,F3III-IV,0.372,Gru
8529,NaN,22.391901,-24.762661,80.3213,5.530,1.006,K0IIICN...,0.979,Aqr
8530,NaN,22.392264,-7.194421,143.0615,5.920,0.142,G6V,0.998,Aqr
8538,NaN,22.392675,52.229046,52.1105,4.420,0.835,G9III,1.015,Lac
8532,NaN,22.394320,20.848230,33.7041,6.200,3.562,F7V,0.518,Peg
8550,NaN,22.394912,78.243317,342.4658,6.770,-0.903,B9.5III,-0.037,Cep
8536,NaN,22.398392,38.573612,52.8821,6.180,2.563,F5IV:,0.485,Lac
8533,NaN,22.401912,-4.837020,124.3781,5.790,0.316,A0V,-0.033,Aqr
8534,NaN,22.407517,-13.529369,140.4494,5.760,0.022,K0III,0.970,Aqr
8541,NaN,22.408609,49.476392,689.6552,4.550,-4.643,B9Iab,0.092,Lac
8515,NaN,22.409764,-72.255412,28.7026,5.280,2.990,A3V: + F9V,0.660,Ind
8531,NaN,22.415638,-57.797415,20.5634,5.310,3.745,F9V,0.665,Tuc
8527,NaN,22.419573,-70.431622,49.4560,5.780,2.309,F3III,0.396,Ind
8539,NaN,22.421284,1.377401,239.8082,4.800,-2.099,B1Ve,-0.171,Aqr
8543,NaN,22.427972,18.444316,194.1748,6.260,-0.181,K0,1.201,Peg
8526,NaN,22.430850,-75.015689,23.0468,6.120,4.307,G3IV,0.599,Oct
8526,NaN,22.432294,-75.014550,18.2849,9.350,8.040,NaN,1.120,Oct
8557,NaN,22.433554,70.770898,153.6098,5.470,-0.462,K2III,1.216,Cep
8542,NaN,22.436306,-23.682447,120.6273,6.290,0.883,A0V,-0.021,Aqr
8544,NaN,22.442853,-16.742138,20.2020,5.550,4.023,G3V,0.618,Aqr
8548,NaN,22.443718,4.393766,38.1534,5.760,2.852,F7V,0.519,Peg
8578,NaN,22.445122,78.785853,63.1712,5.830,1.827,A2m,0.171,Cep
8549,NaN,22.445988,37.443706,458.7156,6.460,-1.848,B2V,-0.132,Lac
8554,NaN,22.449769,56.433563,289.8551,6.590,-0.721,B5III,-0.092,Lac
8561,NaN,22.451475,65.132270,100000.0000,5.520,-14.480,B0.5Ib,0.302,Cep
8540,NaN,22.455531,-64.966354,76.9231,4.510,0.080,B8V,-0.029,Tuc
8553,NaN,22.457361,39.810026,657.8947,6.160,-2.931,B2V,-0.136,Lac
8555,NaN,22.462847,31.840045,265.9574,6.000,-1.124,K2,1.442,Peg
8551,NaN,22.464312,4.695664,45.4752,4.780,1.491,K0III,1.039,Peg
8568,NaN,22.472078,64.085155,112.6126,6.300,1.042,K0,1.113,Cep
8547,NaN,22.477091,-67.489059,43.1220,5.560,2.387,A3V,0.208,Ind
8552,NaN,22.477557,-39.131792,87.4126,5.470,0.762,G8III,0.959,Gru
8558,NaN,22.480531,-0.019972,28.1690,3.650,1.401,F3III-IV,0.406,Aqr
8562,NaN,22.485551,9.129034,182.8154,5.600,-0.710,K5III,1.578,Peg
8564,NaN,22.486174,26.763198,384.6154,5.790,-2.135,K2II,1.252,Peg
8571,NaN,22.486183,58.415198,265.2520,4.070,-3.048,G2Ibvar,0.778,Cep
8556,NaN,22.487825,-43.495565,94.8767,3.970,-0.916,G6/G8III,1.022,Gru
8572,NaN,22.492173,47.706887,505.0505,4.340,-4.177,M0II,1.679,Lac
8569,NaN,22.495566,35.725631,116.9591,6.560,1.220,A2V,0.057,Lac
8560,NaN,22.495955,-43.749224,101.2146,4.120,-0.906,M4.5IIIa,1.570,Gru
8563,NaN,22.496114,-27.107284,39.8724,5.950,2.947,F0V,0.362,PsA
8591,NaN,22.498047,78.824285,75.1315,5.450,1.071,A3V,0.093,Cep
8566,NaN,22.499427,4.431690,51.8672,5.510,1.936,F5IVs,0.385,Peg
8565,NaN,22.500411,-12.915116,79.6813,6.410,1.903,F2/F3IV/V,0.356,Aqr
8574,NaN,22.500503,32.572638,110.4972,5.640,0.423,B9.5V,-0.031,Peg
8575,NaN,22.501809,49.356412,111.2347,6.410,1.179,K2III SB,1.166,Lac
8567,NaN,22.504819,-14.585734,193.4236,6.360,-0.073,B8II,-0.047,Aqr
8579,NaN,22.508128,43.123376,526.3158,4.520,-4.086,B2IV,-0.086,Lac
8573,NaN,22.510782,-10.677950,88.8099,4.820,0.078,A0IVs,-0.053,Aqr
8570,NaN,22.514936,-26.073752,132.4503,6.430,0.820,K1III,1.083,PsA
8585,NaN,22.521515,50.282491,31.4564,3.760,1.271,A1V,0.031,Lac
8581,NaN,22.521753,-6.555151,25.4130,6.150,4.125,F7V,0.565,Aqr
8580,NaN,22.521783,-2.911276,119.9041,6.150,0.756,K0,1.083,Aqr
8576,NaN,22.525090,-32.346073,43.7828,4.290,1.083,A1V,0.011,PsA
8584,NaN,22.526209,29.542758,119.7605,6.330,0.938,A5m,0.209,Peg
8505,NaN,22.527168,-85.967253,99.4036,5.760,0.773,K0III,1.020,Oct
8583,NaN,22.528144,-10.905561,71.5820,6.390,2.116,A8III,0.290,Aqr
8599,NaN,22.537851,76.226441,240.9639,5.700,-1.210,A2V,0.020,Cep
8589,NaN,22.538529,54.037032,212.3142,6.410,-0.225,G8III,1.043,Lac
8588,NaN,22.540660,39.779733,209.6436,5.880,-0.727,A6V,0.166,Lac
8586,NaN,22.543187,20.230019,50.2513,6.430,2.924,F1V,0.350,Peg
8587,NaN,22.546363,15.863263,183.1502,6.350,0.036,K0,1.190,Peg
8582,NaN,22.550010,-61.982122,88.9680,4.910,0.164,M4III,1.612,Tuc
8595,NaN,22.550770,69.913545,77.7001,6.010,1.558,A9III,0.334,Cep
8598,NaN,22.554662,70.373714,125.7862,6.260,0.762,A0V,0.018,Cep
8594,NaN,22.561281,56.624737,105.5966,5.720,0.602,G8III-IV,0.966,Lac
8590,NaN,22.567476,-1.574270,106.6098,5.880,0.741,G6III,0.977,Aqr
8592,NaN,22.578230,-20.708216,22.6809,5.210,3.432,F7V,0.446,Aqr
8597,NaN,22.589272,-0.117498,51.4668,4.040,0.482,B9IV-Vn,-0.083,Aqr
8577,NaN,22.590665,-78.771585,290.6977,6.150,-1.167,K1III,1.368,Oct
8596,NaN,22.593437,-23.991094,92.9368,5.970,1.129,K1III,0.984,Aqr
8615,NaN,22.596077,73.643188,54.8847,5.080,1.383,F3III-IV,0.395,Cep
8607,NaN,22.597774,56.070574,111.7318,6.370,1.129,A3V,0.107,Lac
8603,NaN,22.597804,39.628146,100000.0000,6.600,-13.400,B2V,-0.148,Lac
8593,NaN,22.598024,-57.883752,67.0241,6.220,2.089,F0Vn,0.212,Tuc
8606,NaN,22.598161,50.070788,520.8333,6.290,-2.293,B3V,-0.071,Lac
8604,NaN,22.602195,35.577504,143.0615,6.110,0.332,K0,0.997,Peg
8600,NaN,22.608139,-40.582689,68.3060,6.280,2.108,A3Vn,0.119,Gru
8601,NaN,22.609846,-31.663789,109.6491,5.820,0.620,K2III,1.074,PsA
8605,NaN,22.610092,11.696636,125.1564,6.420,0.933,A1III,0.027,Peg
8609,NaN,22.613523,35.652419,259.7403,6.280,-0.793,K5,1.392,Lac
8602,NaN,22.616346,-40.591034,65.8328,5.850,1.758,A1V,0.060,Gru
8608,NaN,22.618013,12.576816,312.5000,6.300,-1.174,K5,1.431,Peg
8625,NaN,22.620247,75.371811,214.1328,5.800,-0.853,M1III,1.594,Cep
8613,NaN,22.622899,51.545123,52.6316,4.640,1.034,A8IV,0.254,Lac
8610,NaN,22.629273,-4.228056,65.5738,5.040,0.956,K2III,1.140,Aqr
8617,NaN,22.638167,45.182935,169.7793,6.380,0.231,G2III+...,0.771,Lac
8612,NaN,22.639484,-7.897563,119.3317,6.230,0.846,G1IV-V,0.783,Aqr
8621,NaN,22.643860,56.795632,138.3126,5.110,-0.594,M4III,1.537,Lac
8627,NaN,22.644182,63.584472,88.0282,5.190,0.467,A3IV,0.083,Cep
8614,NaN,22.645743,-28.748214,127.5510,6.460,0.932,K1III,1.034,PsA
8616,NaN,22.647629,-33.081347,129.8701,5.660,0.092,A0V,0.037,PsA
8618,NaN,22.647942,19.522263,114.4165,5.840,0.548,G8II,0.922,Peg
8611,NaN,22.652334,-52.691971,135.6852,6.670,1.007,F1III,0.357,Gru
8622,NaN,22.654355,39.050269,529.1005,4.890,-3.728,O9V,-0.207,Lac
8626,NaN,22.659536,37.592817,305.8104,6.030,-1.397,G3Ib-IICNe.,0.854,Lac
8619,NaN,22.662271,-28.325661,112.4859,6.300,1.045,K0/K1III,1.006,PsA
8624,NaN,22.663059,19.681125,205.7613,6.330,-0.237,A2V,0.035,Peg
8633,NaN,22.671779,53.845927,112.3596,5.940,0.687,B8V,0.946,Lac
8623,NaN,22.672866,-30.658871,212.7660,5.880,-0.760,K2/K3III,1.297,PsA
8632,NaN,22.675233,44.276305,102.0408,4.500,-0.544,K3III,1.318,Lac
8628,NaN,22.677594,-27.043617,149.2537,4.180,-1.690,B8V,-0.105,PsA
8629,NaN,22.679987,-3.554239,34.5662,6.320,3.627,F6V,0.520,Aqr
8620,NaN,22.680247,-57.422322,261.0966,5.980,-1.104,K4III,1.450,Tuc
8631,NaN,22.681299,14.549161,33.7952,5.720,3.076,G3V+...,0.723,Peg
8634,NaN,22.691033,10.831364,62.6566,3.410,-0.575,B8.5V,-0.086,Peg
8640,NaN,22.691292,40.225449,411.5226,5.250,-2.822,B2IIIv SB,-0.137,Lac
8638,NaN,22.692029,30.965861,299.4012,6.360,-1.021,K5,1.579,Peg
8643,NaN,22.693340,41.549123,91.7431,5.930,1.117,G9III,0.998,Lac
8641,NaN,22.695947,29.307641,91.5751,4.800,-0.009,A1IV,-0.013,Peg
8642,NaN,22.699293,14.516393,84.9618,5.920,1.274,K0III:,1.114,Peg
8648,NaN,22.705781,53.908748,384.6154,6.140,-1.785,K2,1.634,Lac
8637,NaN,22.706135,-29.361046,211.4165,6.120,-0.506,M3III,1.522,PsA
8635,NaN,22.710245,-47.210813,23.6351,5.990,4.122,G0,0.584,Gru
8636,NaN,22.711115,-46.884577,54.2594,2.070,-1.602,M5III,1.610,Gru
8639,NaN,22.711965,-44.248036,108.5776,6.060,0.881,K1IV,0.956,Gru
8651,NaN,22.715402,37.802735,321.5434,6.430,-1.106,B1V,-0.119,Lac
8650,Matar,22.716704,30.221245,65.7030,2.930,-1.158,G2II-III..,0.852,Peg
8645,NaN,22.717615,-8.311441,146.6276,6.450,0.619,A5V,0.166,Aqr
8652,NaN,22.717866,47.168755,775.1938,6.390,-3.057,A1V+...,0.450,Lac
8647,NaN,22.720629,-6.962937,114.1553,6.400,1.113,A0Vn,-0.039,Aqr
