hr,proper,ra,dec,dist,mag,absmag,spect,ci,con
5077,N/A,13.473955,40.729646,117.3709,6.490,1.142,G8III,"rgb(255, 178, 203)",CVn
5085,N/A,13.474203,59.945787,71.3776,5.400,1.132,A1Vn,"rgb(207, 169, 0)",UMa
5083,N/A,13.479394,50.718569,78.9889,6.420,1.932,F0IV,"rgb(255, 192, 254)",CVn
5066,N/A,13.479670,-69.627152,187.6173,6.170,-0.196,B8V,"rgb(206, 168, 0)",Mus
5069,N/A,13.485541,-64.675794,86.6551,6.090,1.401,A2m,"rgb(224, 176, 0)",Mus
5081,N/A,13.486945,10.818310,98.2318,5.650,0.689,K0III,"rgb(255, 175, 192)",Vir
5078,N/A,13.487477,-1.364428,154.0832,6.420,0.481,K0III,"rgb(255, 173, 187)",Vir
5071,N/A,13.490348,-51.165134,155.5210,5.040,-0.919,A0V,"rgb(218, 173, 0)",Cen
5080,N/A,13.495218,-23.281331,124.2236,6.400,0.929,M6/M7e,"rgb(255, 168, 172)",Hya
5087,N/A,13.499344,6.013533,145.1379,6.510,0.701,K0,"rgb(255, 177, 200)",Vir
5086,N/A,13.500022,7.178853,325.7329,6.180,-1.384,K5,"rgb(255, 164, 162)",Vir
5088,N/A,13.507146,-6.470265,53.2198,6.100,2.470,F2V,"rgb(248, 189, 0)",Vir
5089,N/A,13.517405,-39.407307,277.7778,3.900,-3.318,G8II/III,"rgb(255, 171, 182)",Cen
5096,N/A,13.521052,42.106153,80.3859,6.070,1.544,K2III,"rgb(255, 174, 191)",CVn
5090,N/A,13.525882,-28.112740,99.5025,6.480,1.491,A1V,"rgb(221, 175, 0)",Hya
5095,N/A,13.532746,-6.255816,122.5490,4.680,-0.762,M3III,"rgb(255, 0, 151)",Vir
5094,N/A,13.534114,-18.728880,76.5697,6.010,1.590,A7IV/V,"rgb(232, 181, 0)",Vir
5092,N/A,13.534836,-38.398844,97.9432,6.140,1.185,K1III,"rgb(255, 175, 194)",Cen
5098,N/A,13.542909,-29.565263,50.5306,6.450,2.932,F5IV,"rgb(255, 191, 250)",Hya
5097,N/A,13.543307,-28.692768,71.5820,5.690,1.416,A0/A1V,"rgb(215, 172, 0)",Hya
5102,N/A,13.546725,24.346743,134.5895,6.110,0.465,G8III,"rgb(255, 177, 199)",Com
5099,N/A,13.547679,-15.363012,157.7287,5.520,-0.470,K1III,"rgb(255, 170, 179)",Vir
5100,N/A,13.549465,-10.165000,72.0981,5.210,0.920,K0III,"rgb(255, 177, 200)",Vir
5101,N/A,13.550030,-7.194727,100000.0000,10.610,-9.390,M6IIIe-M9.5e,"rgb(255, 163, 160)",Vir
5082,N/A,13.554012,-77.569388,35.1865,6.520,3.788,F6V,"rgb(255, 190, 249)",Cha
5093,N/A,13.559972,-65.632690,111.4827,6.360,1.124,A0V,"rgb(206, 168, 0)",Mus
5109,N/A,13.568698,55.348434,91.5751,5.600,0.791,A0V,"rgb(206, 168, 0)",UMa
5105,N/A,13.568870,3.658967,56.6572,4.920,1.154,A1p SrCrEu,"rgb(214, 172, 0)",Vir
5108,N/A,13.572740,38.789265,69.8324,6.370,2.150,F0IV,"rgb(237, 183, 0)",CVn
5112,N/A,13.574250,49.015973,55.2792,4.680,0.967,A5V,"rgb(225, 177, 0)",CVn
5103,N/A,13.574714,-48.272162,303.9514,6.320,-1.094,B8III,"rgb(199, 164, 0)",Cen
5106,N/A,13.577903,-13.214324,148.1481,5.920,0.067,A0V,"rgb(213, 171, 0)",Vir
5107,N/A,13.578220,-0.595820,22.7118,3.380,1.599,A3V,"rgb(224, 176, 0)",Vir
5131,N/A,13.578555,76.546710,229.3578,6.460,-0.343,K5III:,"rgb(255, 161, 156)",Cam
5104,N/A,13.578773,-33.310854,184.8429,6.460,0.126,K2III,"rgb(255, 170, 177)",Cen
5110,N/A,13.579943,37.182415,45.6621,4.910,1.612,F2IV SB,"rgb(255, 192, 254)",CVn
5116,N/A,13.587251,44.197047,111.8568,6.830,1.587,F0III,"rgb(233, 181, 0)",CVn
5111,N/A,13.592027,-5.396191,97.1817,5.700,0.762,G6III,"rgb(255, 177, 201)",Vir
5114,N/A,13.592618,10.204962,120.4819,6.480,1.075,K1III+...,"rgb(255, 175, 193)",Vir
5114,N/A,13.592966,10.223731,114.4165,8.930,3.638,F8,"rgb(255, 190, 245)",Vir
5126,N/A,13.611082,49.486648,156.2500,6.480,0.511,K1III,"rgb(255, 171, 183)",UMa
5120,N/A,13.613460,-26.495198,81.5661,5.730,1.172,A7V+...,"rgb(235, 182, 0)",Hya
5117,N/A,13.614048,-34.467839,131.9261,6.480,0.878,K0III,"rgb(255, 175, 195)",Cen
5123,N/A,13.616412,24.613297,140.6470,5.720,-0.021,M2III,"rgb(255, 161, 153)",Boo
5118,N/A,13.618339,-44.143203,127.2265,5.960,0.437,G8/K0III,"rgb(255, 178, 202)",Cen
5139,N/A,13.619731,71.242252,126.1034,5.500,-0.004,K2III,"rgb(255, 170, 179)",UMi
5113,N/A,13.620080,-61.691856,35.7270,5.630,2.865,F6V,"rgb(255, 189, 245)",Cen
5121,N/A,13.623189,-46.427879,126.4223,5.910,0.401,B8V,"rgb(189, 157, 0)",Cen
5127,N/A,13.624345,36.294898,60.9013,4.820,0.897,A7III,"rgb(237, 183, 0)",CVn
5133,N/A,13.628592,50.714838,434.7826,6.510,-1.681,F3III comp,"rgb(255, 162, 158)",UMa
5122,N/A,13.635452,-58.414646,158.4786,6.410,0.410,K1III,"rgb(255, 173, 188)",Cen
5129,N/A,13.635524,14.301926,73.2601,6.490,2.166,A9Vs,"rgb(241, 185, 0)",Boo
5128,N/A,13.645021,-29.560867,46.2749,5.810,2.483,F3V,"rgb(255, 191, 251)",Hya
5119,N/A,13.646054,-70.444829,130.0390,6.110,0.540,K3III,"rgb(255, 165, 166)",Mus
5124,N/A,13.646933,-57.622717,100000.0000,6.000,-14.000,G5Ib,"rgb(255, 172, 186)",Cen
5137,N/A,13.650635,18.265323,165.8375,6.460,0.362,K3III,"rgb(255, 170, 180)",Boo
5115,N/A,13.653341,-75.683788,236.4066,6.320,-0.548,B8IV,"rgb(208, 170, 0)",Cha
5142,N/A,13.658472,52.921208,53.5906,5.460,1.815,A3Vn,"rgb(223, 176, 0)",UMa
5138,N/A,13.659616,10.746269,59.9880,5.570,1.680,F0V,"rgb(249, 189, 0)",Boo
5135,N/A,13.661346,-39.747587,306.7485,6.290,-1.144,M3/M4III,"rgb(255, 160, 153)",Cen
5136,N/A,13.663488,-40.051708,152.2070,5.610,-0.302,K2/K3III,"rgb(255, 168, 173)",Cen
5132,N/A,13.664796,-53.466394,131.0616,2.290,-3.297,B1III,"rgb(179, 151, 0)",Cen
5134,N/A,13.666622,-49.949956,157.4803,5.740,-0.246,M8III,"rgb(255, 163, 160)",Cen
5125,N/A,13.666828,-70.787787,184.8429,6.590,0.256,K0III,"rgb(255, 168, 174)",Mus
5130,N/A,13.669656,-64.576553,69.4444,5.790,1.582,F3III-IV,"rgb(255, 192, 254)",Cen
5143,N/A,13.670996,31.012036,165.5629,6.210,0.115,G5II:,"rgb(255, 177, 200)",CVn
5153,N/A,13.672614,57.207606,91.0747,6.280,1.483,A4p SrCrEu,"rgb(223, 176, 0)",UMa
5148,N/A,13.673132,50.519413,25.3293,6.310,4.292,F7.7V,"rgb(255, 188, 240)",UMa
5145,N/A,13.677523,28.065165,166.6667,6.220,0.111,K3III,"rgb(255, 168, 173)",CVn
5144,N/A,13.677909,19.955719,100.6036,5.730,0.717,A1V,"rgb(213, 171, 0)",Boo
5154,N/A,13.678967,54.681634,160.5136,4.630,-1.398,M2IIIvar,"rgb(255, 0, 147)",UMa
5084,N/A,13.682257,-85.786043,83.7521,5.560,0.945,A2m...,"rgb(231, 180, 0)",Oct
5149,N/A,13.683986,22.495768,102.9866,5.630,0.566,G9III,"rgb(255, 176, 196)",Boo
5162,N/A,13.691625,64.822411,68.2128,5.850,1.681,A2V,"rgb(219, 174, 0)",Dra
5146,N/A,13.691905,-23.449810,216.4502,6.600,-0.077,A1V,"rgb(217, 173, 0)",Hya
5150,N/A,13.693549,-8.702984,156.2500,5.030,-0.939,M2III,"rgb(255, 0, 148)",Vir
5141,N/A,13.695775,-54.559425,83.1947,4.990,0.390,B8Vn+...,"rgb(198, 163, 0)",Cen
5147,N/A,13.695991,-33.597378,421.9409,6.580,-1.546,M3e,"rgb(255, 161, 155)",Cen
5140,N/A,13.700307,-58.787078,239.8082,5.380,-1.519,B9IV,"rgb(203, 166, 0)",Cen
5156,N/A,13.703545,8.388394,36.4431,6.160,3.352,F3Vp,"rgb(255, 191, 253)",Boo
5203,N/A,13.706379,82.752408,122.5490,5.920,0.478,G9III,"rgb(255, 176, 197)",Cam
5160,N/A,13.708006,41.674282,279.3296,6.300,-0.931,G6III,"rgb(255, 179, 207)",CVn
5184,N/A,13.710930,78.064437,100.7049,5.910,0.895,G7III:,"rgb(255, 176, 197)",UMi
5161,N/A,13.712063,34.989021,146.8429,5.980,0.146,G5III,"rgb(255, 180, 209)",CVn
5152,N/A,13.715177,-50.790236,259.7403,6.430,-0.643,M0III,"rgb(255, 1, 137)",Cen
5155,N/A,13.715287,-41.401043,110.3753,5.960,0.746,K0III,"rgb(255, 176, 195)",Cen
5151,N/A,13.715587,-56.767971,884.9558,6.000,-3.735,B0.5III,"rgb(191, 159, 0)",Cen
5159,N/A,13.717698,3.537903,73.0994,5.350,1.030,K1III,"rgb(255, 174, 189)",Vir
5157,N/A,13.727802,-42.067521,613.4969,5.960,-2.979,B8III,"rgb(195, 161, 0)",Cen
5164,N/A,13.729212,22.700423,170.3578,6.120,-0.037,K4III,"rgb(255, 164, 164)",Boo
5163,N/A,13.731732,-5.498934,128.3697,6.510,0.968,A1V,"rgb(217, 173, 0)",Vir
5169,N/A,13.731884,52.064413,96.0615,6.020,1.107,A1V,"rgb(213, 171, 0)",UMa
5158,N/A,13.737781,-51.012454,119.0476,6.440,1.061,A0p,"rgb(189, 157, 0)",Cen
5165,N/A,13.741618,-16.179072,252.5253,5.550,-1.462,G1IV/V,"rgb(255, 181, 214)",Vir
5166,N/A,13.746019,-25.500933,158.7302,6.210,0.207,K3III,"rgb(255, 166, 168)",Hya
5177,N/A,13.753657,55.879349,34.5901,6.470,3.775,F7IV-V,"rgb(255, 189, 245)",UMa
5170,N/A,13.759741,-15.767467,106.0445,6.180,1.053,A0V,"rgb(216, 173, 0)",Vir
5167,N/A,13.760249,-26.116009,87.0322,5.810,1.112,A0V,"rgb(214, 171, 0)",Hya
5168,N/A,13.761471,-33.043721,19.4024,4.230,2.791,F3V,"rgb(253, 191, 0)",Cen
5173,N/A,13.765644,-12.426528,124.6883,5.500,0.021,G8III,"rgb(255, 179, 205)",Vir
5179,N/A,13.770435,41.088746,52.5486,5.880,2.277,A5V,"rgb(234, 182, 0)",CVn
5180,N/A,13.771964,38.503626,130.7190,5.920,0.338,G9III,"rgb(255, 177, 201)",CVn
5187,N/A,13.776573,54.432679,89.0472,5.680,0.932,B9p EuCr,"rgb(201, 165, 0)",UMa
5172,N/A,13.777604,-51.432766,80.5153,4.640,0.111,G8/K0III,"rgb(255, 177, 201)",Cen
5182,N/A,13.778701,25.702236,89.6861,5.970,1.206,F6IV-V,"rgb(255, 189, 241)",Boo
5174,N/A,13.782320,-36.251933,133.8688,5.150,-0.483,A0V,"rgb(207, 169, 0)",Cen
5183,N/A,13.782534,6.350375,31.6656,6.330,3.827,G0V,"rgb(255, 186, 231)",Vir
5186,N/A,13.783277,38.542697,97.1817,5.510,0.572,K0III+...,"rgb(255, 175, 194)",CVn
5171,N/A,13.786352,-62.589714,740.7407,6.400,-2.948,A7V,"rgb(255, 98, 0)",Cen
5178,N/A,13.787057,-9.709455,186.5672,6.040,-0.314,K5III,"rgb(255, 165, 165)",Vir
5185,N/A,13.787710,17.456906,15.6177,4.500,3.532,F7V,"rgb(255, 189, 243)",Boo
5181,N/A,13.790386,-17.859839,207.4689,5.410,-1.175,M2III,"rgb(255, 0, 148)",Vir
5175,N/A,13.791005,-50.249291,64.8508,5.920,1.860,A3m...,"rgb(241, 185, 0)",Cen
5191,Alkaid,13.792354,49.313265,31.8674,1.850,-0.667,B3V SB,"rgb(191, 158, 0)",UMa
5176,N/A,13.794052,-50.320682,152.6718,5.460,-0.459,K2III,"rgb(255, 167, 170)",Cen
5195,N/A,13.810760,31.190206,87.1840,5.610,0.908,K0III,"rgb(255, 175, 194)",CVn
5189,N/A,13.815316,-35.704180,29.4724,6.560,4.213,G0V,"rgb(255, 188, 238)",Cen
5199,N/A,13.815845,39.542553,961.5385,9.020,-0.895,M5.5e-M9e,"rgb(255, 176, 198)",CVn
5192,N/A,13.824091,-34.450776,56.1167,4.190,0.445,M5III,"rgb(255, 162, 160)",Cen
5200,N/A,13.824623,15.797905,80.7754,4.050,-0.486,K5IIIvar,"rgb(255, 162, 160)",Boo
5190,N/A,13.825078,-41.687709,133.8688,3.410,-2.223,B2IV,"rgb(172, 147, 0)",Cen
5193,N/A,13.826943,-42.473732,155.0388,3.470,-2.482,B2IV-Ve,"rgb(180, 151, 0)",Cen
5201,N/A,13.828564,21.264105,123.0012,4.920,-0.530,K4III,"rgb(255, 165, 165)",Boo
5204,N/A,13.829149,36.632823,62.4610,6.430,2.452,A7IV-V,"rgb(239, 184, 0)",CVn
5213,N/A,13.829296,61.489313,125.7862,5.970,0.472,G3V,"rgb(255, 177, 199)",UMa
5196,N/A,13.831191,-18.134168,74.9064,4.960,0.587,K0III,"rgb(255, 174, 192)",Vir
5197,N/A,13.835142,-29.081321,117.3709,6.190,0.842,A0V,"rgb(207, 169, 0)",Hya
5198,N/A,13.838721,-39.900855,112.6126,6.430,1.172,K1III,"rgb(255, 176, 197)",Cen
5205,N/A,13.840189,5.497224,154.7988,6.000,0.051,K0,"rgb(255, 179, 205)",Vir
5216,N/A,13.841043,58.539458,76.8640,6.450,2.021,A3V,"rgb(221, 175, 0)",UMa
5202,N/A,13.842943,-19.897895,101.1122,6.540,1.516,F6IV/V,"rgb(255, 189, 243)",Vir
5227,N/A,13.849804,68.315300,102.3541,6.390,1.339,K2IV,"rgb(255, 171, 182)",Dra
5214,N/A,13.851258,34.772516,89.1266,6.660,1.910,A5IV,"rgb(224, 176, 0)",CVn
5215,N/A,13.852560,34.664399,207.9002,5.890,-0.699,M2III,"rgb(255, 0, 146)",CVn
5209,N/A,13.855656,-24.390368,19.4742,6.430,4.983,G5V,"rgb(255, 184, 223)",Hya
5226,N/A,13.857205,64.723272,113.8952,4.580,-0.703,M3III,"rgb(255, 161, 156)",Dra
5208,N/A,13.860142,-36.433279,57.9710,6.340,2.524,F6V,"rgb(255, 190, 245)",Cen
5206,N/A,13.863117,-46.898666,487.8049,5.770,-2.671,B2Vp,"rgb(182, 153, 0)",Cen
5194,N/A,13.863174,-69.401258,223.2143,5.730,-1.014,K5/M0III,"rgb(255, 4, 127)",Cir
5219,N/A,13.863188,34.444240,184.1621,4.760,-1.566,K5III,"rgb(255, 0, 150)",CVn
5210,N/A,13.863779,-32.994089,105.3741,4.320,-0.794,B5,"rgb(183, 153, 0)",Cen
5212,N/A,13.866939,-31.619207,52.6870,6.110,2.501,F5/F6V,"rgb(255, 190, 246)",Cen
5207,N/A,13.868021,-52.811530,79.6813,5.260,0.753,B9Vn,"rgb(193, 160, 0)",Cen
5220,N/A,13.871779,12.165135,103.9501,6.100,1.016,A1V,"rgb(216, 172, 0)",Boo
5229,N/A,13.886192,28.648131,65.7462,5.910,1.821,A7V,"rgb(233, 181, 0)",CVn
5221,N/A,13.886817,-31.927612,195.3125,4.750,-1.704,B4IV,"rgb(189, 157, 0)",Cen
5225,N/A,13.886925,17.932868,211.4165,5.710,-0.916,G5III,"rgb(255, 180, 210)",Boo
5222,N/A,13.892437,-35.664248,52.2739,5.530,1.939,F3V,"rgb(255, 191, 250)",Cen
5217,N/A,13.895306,-53.373323,276.2431,5.870,-1.336,B5III,"rgb(212, 171, 0)",Cen
5238,N/A,13.897507,53.728677,146.8429,5.700,-0.134,A0V,"rgb(202, 166, 0)",UMa
5224,N/A,13.897806,-35.314361,65.9631,6.170,2.073,K0III,"rgb(255, 176, 196)",Cen
5223,N/A,13.899234,-47.128164,100000.0000,5.830,-14.170,B2IIIe,"rgb(199, 163, 0)",Cen
5228,N/A,13.904626,-28.569590,64.8508,6.050,1.990,K2III,"rgb(255, 173, 186)",Hya
5235,Mufrid,13.911411,18.397717,11.3960,2.680,2.396,G0IV,"rgb(255, 187, 236)",Boo
5232,N/A,13.911707,-1.503125,75.5858,5.160,0.768,K2III,"rgb(255, 174, 189)",Vir
5218,N/A,13.913646,-67.652100,289.0173,5.740,-1.565,K2III,"rgb(255, 163, 161)",Cir
5233,N/A,13.916167,-8.058852,33.0797,6.190,3.592,F8V+...,"rgb(255, 188, 241)",Vir
5230,N/A,13.920042,-52.160822,108.2251,5.660,0.488,B8V,"rgb(195, 161, 0)",Cen
5231,N/A,13.925667,-47.288375,117.0960,2.550,-2.793,B2.5IV,"rgb(179, 151, 0)",Cen
5188,N/A,13.927493,-82.666190,245.7002,5.950,-1.002,K2/K3III:p,"rgb(255, 165, 166)",Cha
5237,N/A,13.929011,-31.284977,125.1564,6.530,1.043,G6/G8III,"rgb(255, 179, 206)",Cen
5243,N/A,13.930555,14.056503,24.8633,6.160,4.182,F6V,"rgb(255, 189, 242)",Boo
5245,N/A,13.936242,32.032598,67.3401,6.310,2.169,F4IV-V,"rgb(255, 192, 254)",CVn
5239,N/A,13.938837,-46.592948,97.5610,5.820,0.874,K0IV,"rgb(255, 172, 185)",Cen
5234,N/A,13.938882,-54.132420,139.8601,6.140,0.412,A1V,"rgb(219, 174, 0)",Cen
5244,N/A,13.941077,1.050581,90.2527,5.900,1.123,A8V,"rgb(235, 182, 0)",Vir
5236,N/A,13.942489,-54.704665,38.6997,6.000,3.061,G8V,"rgb(255, 182, 216)",Cen
5247,N/A,13.942827,27.492082,178.2531,5.020,-1.235,K3IIIvar,"rgb(255, 165, 164)",Boo
5246,N/A,13.957702,-23.022630,175.7469,6.140,-0.084,K2/K3III,"rgb(255, 165, 165)",Hya
5256,N/A,13.958911,61.492861,10.0644,6.490,6.476,K3V,"rgb(255, 175, 193)",UMa
5241,N/A,13.960809,-63.686696,64.2674,4.710,0.670,K4III,"rgb(255, 174, 191)",Cen
5248,N/A,13.971186,-42.100753,161.0306,3.830,-2.205,B2IV,"rgb(172, 147, 0)",Cen
5250,N/A,13.975319,-24.972249,102.0408,5.200,0.156,B8V,"rgb(193, 160, 0)",Hya
5242,N/A,13.975352,-65.800665,156.9859,6.200,0.221,K0III,"rgb(255, 175, 193)",Cir
5255,N/A,13.977479,21.696219,144.7178,5.760,-0.043,A0Vs,"rgb(208, 170, 0)",Boo
5254,N/A,13.977752,14.649275,170.9402,6.010,-0.154,K5III,"rgb(255, 165, 165)",Boo
5249,N/A,13.977987,-44.803584,131.0616,3.870,-1.717,B2IV-V,"rgb(174, 148, 0)",Cen
5251,N/A,13.988187,-50.369647,106.1571,5.920,0.790,G8/K0III,"rgb(255, 177, 200)",Cen
5258,N/A,13.997022,-3.549788,77.5194,6.360,1.913,F8V,"rgb(255, 189, 245)",Vir
5257,N/A,14.000037,-25.010403,55.9910,5.770,2.029,F6V,"rgb(255, 190, 246)",Hya
5252,N/A,14.004842,-61.481028,59.3120,6.490,2.624,F1III-IV,"rgb(247, 188, 0)",Cen
5240,N/A,14.009124,-78.589981,239.8082,6.090,-0.809,B9III,"rgb(212, 171, 0)",Aps
5253,N/A,14.014596,-66.268910,76.1035,5.960,1.553,F0V,"rgb(249, 189, 0)",Cir
5263,N/A,14.019580,27.386594,90.9918,6.230,1.435,A7III,"rgb(232, 181, 0)",Boo
5259,N/A,14.021962,-40.221943,203.6660,6.120,-0.425,K1III,"rgb(255, 169, 176)",Cen
5262,N/A,14.022341,8.894906,82.8500,5.980,1.389,A2V,"rgb(221, 175, 0)",Boo
5264,N/A,14.027443,1.544532,68.9655,4.230,0.037,A3V,"rgb(224, 177, 0)",Vir
5260,N/A,14.028748,-45.603421,389.1051,4.340,-3.610,F6II,"rgb(255, 187, 234)",Cen
5282,N/A,14.030746,68.678675,230.4147,6.340,-0.473,K5,"rgb(255, 165, 166)",Dra
5271,N/A,14.036717,45.753457,170.0680,6.280,0.127,K2III,"rgb(255, 167, 170)",CVn
5265,N/A,14.039662,-27.429773,134.7709,5.470,-0.178,K2/K3III,"rgb(255, 167, 171)",Hya
5270,N/A,14.042180,9.686096,236.9668,6.180,-0.693,F8IV,"rgb(255, 180, 209)",Boo
5280,N/A,14.049935,50.971809,100.4016,6.160,1.151,A2V,"rgb(214, 172, 0)",UMa
5268,N/A,14.050478,-31.684035,38.1679,6.180,3.272,F6V,"rgb(255, 190, 246)",Cen
5266,N/A,14.057371,-56.213434,167.2241,5.930,-0.186,K2III,"rgb(255, 171, 180)",Cen
5269,N/A,14.057632,-41.423345,219.7802,6.080,-0.630,B8 Si,"rgb(188, 157, 0)",Cen
5273,N/A,14.058986,10.786779,16.9837,6.270,5.120,G8V,"rgb(255, 183, 221)",Boo
5274,N/A,14.060213,7.546170,142.0455,6.250,0.488,G9III,"rgb(255, 178, 203)",Boo
5267,Hadar,14.063729,-60.373039,120.1923,0.610,-4.789,B1III,"rgb(171, 146, 0)",Cen
5272,N/A,14.064747,-22.421602,85.4701,6.300,1.641,F3IV,"rgb(255, 190, 249)",Vir
5275,N/A,14.065488,4.900973,59.7015,6.240,2.360,F4V,"rgb(255, 192, 254)",Vir
5276,N/A,14.070711,-5.381416,100.9082,6.390,1.370,K0,"rgb(255, 168, 172)",Vir
5291,Thuban,14.073165,64.375850,92.9368,3.670,-1.171,A0III SB,"rgb(199, 164, 0)",Dra
5277,N/A,14.074161,-14.971708,125.9446,6.350,0.849,K1III+...,"rgb(255, 174, 190)",Vir
5283,N/A,14.077063,2.297531,120.1923,6.280,0.881,K0,"rgb(255, 175, 195)",Vir
5284,N/A,14.087226,-16.335986,103.3058,6.560,1.489,A1/A2V,"rgb(222, 176, 0)",Vir
5261,N/A,14.088903,-76.796752,113.1222,5.690,0.422,M6.5III,"rgb(255, 170, 178)",Aps
5278,N/A,14.096250,-54.669362,156.2500,6.200,0.231,A5III/IV,"rgb(236, 182, 0)",Cen
5285,N/A,14.100770,-41.179633,156.4945,4.360,-1.612,B2V,"rgb(176, 149, 0)",Cen
5286,N/A,14.103030,-43.091702,131.2336,6.180,0.590,G8III,"rgb(255, 176, 198)",Cen
5287,N/A,14.106193,-26.682361,30.9598,3.250,0.796,K2III,"rgb(255, 174, 189)",Hya
5281,N/A,14.106989,-59.715905,100000.0000,6.390,-13.610,B0Ia,"rgb(220, 174, 0)",Cen
5288,Menkent,14.111395,-36.369954,18.0343,2.060,0.780,K0IIIb,"rgb(255, 176, 196)",Cen
5290,N/A,14.111896,-9.313515,58.0383,5.460,1.641,F2IV,"rgb(249, 189, 0)",Vir
5305,N/A,14.115681,74.593781,130.8901,6.430,0.845,A7V,"rgb(228, 179, 0)",UMi
5299,N/A,14.132154,43.854452,157.2327,5.130,-0.853,M4.2III,"rgb(255, 163, 161)",Boo
5289,N/A,14.137301,-63.207950,112.4859,6.390,1.135,G8/K0III,"rgb(255, 176, 196)",Cen
5300,N/A,14.138145,49.458167,168.3502,5.260,-0.871,M2III,"rgb(255, 0, 145)",Boo
5279,N/A,14.140990,-74.850285,28.4981,6.020,3.746,G1V,"rgb(255, 187, 235)",Aps
5302,N/A,14.146143,59.337649,119.7605,6.470,1.078,K0III,"rgb(255, 175, 195)",UMa
5321,N/A,14.147498,77.547514,140.0560,4.800,-0.932,K3III,"rgb(255, 166, 169)",UMi
5294,N/A,14.147748,-43.470779,161.0306,6.190,0.155,B9V,"rgb(198, 163, 0)",Cen
5292,N/A,14.148961,-59.276712,381.6794,6.340,-1.568,B5IV,"rgb(215, 172, 0)",Cen
5298,N/A,14.150165,-10.334546,127.2265,6.450,0.927,G8III,"rgb(255, 176, 196)",Vir
5296,N/A,14.159734,-51.504672,251.2563,5.960,-1.041,B9IV,"rgb(199, 163, 0)",Cen
5297,N/A,14.165242,-53.438946,55.9284,4.740,1.002,G8III,"rgb(255, 178, 202)",Cen
5304,N/A,14.173315,25.091677,37.4251,4.820,1.954,F9IVw,"rgb(255, 188, 240)",Boo
5293,N/A,14.175252,-70.305464,100000.0000,6.070,-13.930,K4II,"rgb(255, 5, 123)",Cir
5301,N/A,14.180690,-16.302030,141.2429,4.930,-0.820,M1III,"rgb(255, 2, 133)",Vir
5295,N/A,14.183865,-69.719318,69.4927,6.070,1.860,A6IV,"rgb(232, 180, 0)",Cir
5310,N/A,14.187534,32.295892,110.7420,6.140,0.918,K4III,"rgb(255, 169, 177)",Boo
5307,N/A,14.192001,1.362399,44.4444,6.420,3.181,F7V,"rgb(255, 190, 246)",Vir
5334,N/A,14.201122,69.432548,131.2336,5.180,-0.410,M2III,"rgb(255, 160, 153)",UMi
5313,N/A,14.204390,2.409433,79.1766,4.990,0.497,B9p Si,"rgb(187, 156, 0)",Vir
5309,N/A,14.206824,-24.363352,171.2329,6.350,0.182,K2III,"rgb(255, 167, 170)",Hya
5312,N/A,14.212785,-27.261186,66.7111,5.070,0.949,K2III,"rgb(255, 173, 186)",Hya
5315,N/A,14.214929,-10.273702,78.1250,4.180,-0.284,K3III,"rgb(255, 168, 172)",Vir
5314,N/A,14.220349,-26.612309,162.6016,6.230,0.174,K0III,"rgb(255, 174, 191)",Hya
5308,N/A,14.221226,-53.665674,653.5948,5.530,-3.547,K5III+...,"rgb(255, 165, 164)",Cen
5328,N/A,14.224385,51.787868,46.4468,6.620,3.285,F1V,"rgb(254, 191, 0)",Boo
5329,N/A,14.224718,51.789965,50.1002,4.530,1.031,A8IV,"rgb(236, 183, 0)",Boo
5311,N/A,14.227731,-54.625627,315.4574,6.090,-1.405,B5V,"rgb(217, 173, 0)",Cen
5317,N/A,14.227997,-0.845463,59.3824,5.890,2.022,F7Vw,"rgb(255, 189, 245)",Vir
5323,N/A,14.234773,12.959444,33.9213,5.530,2.878,F6IV,"rgb(255, 188, 240)",Boo
5322,N/A,14.239253,-5.947717,42.8633,6.360,3.200,F9V,"rgb(255, 187, 234)",Vir
5335,N/A,14.239876,41.518757,45.7666,6.230,2.927,K3III:,"rgb(255, 174, 191)",Boo
5333,N/A,14.244711,21.873392,59.8802,6.380,2.494,A7V,"rgb(232, 181, 0)",Boo
5318,N/A,14.245191,-41.837495,136.6120,5.610,-0.067,G8III,"rgb(255, 178, 203)",Cen
5330,N/A,14.247458,10.100610,81.2348,5.290,0.741,K1III,"rgb(255, 176, 196)",Boo
5331,N/A,14.248061,3.335878,247.5248,6.410,-0.558,M4III,"rgb(255, 0, 152)",Vir
5316,N/A,14.249208,-57.086126,147.7105,5.030,-0.817,B4Vne,"rgb(195, 161, 0)",Cen
5324,N/A,14.250349,-29.281904,169.2047,6.100,-0.042,A1V,"rgb(215, 172, 0)",Hya
5345,N/A,14.254723,52.535925,93.2836,6.560,1.711,A4V,"rgb(222, 175, 0)",Boo
5319,N/A,14.255921,-53.509941,315.4574,6.400,-1.095,K3III,"rgb(255, 161, 156)",Cen
5332,N/A,14.256691,-18.200690,75.6430,5.530,1.136,A0V,"rgb(211, 170, 0)",Vir
5325,N/A,14.260737,-45.000756,21.2179,6.310,4.676,F9V,"rgb(255, 187, 234)",Cen
5340,Arcturus,14.261030,19.182410,11.2575,-0.050,-0.307,K2IIIp,"rgb(255, 170, 178)",Boo
5338,N/A,14.266908,-6.000547,22.2370,4.070,2.335,F7V,"rgb(255, 189, 243)",Vir
5350,N/A,14.269439,51.367231,29.0698,4.750,2.433,A9V,"rgb(237, 183, 0)",Boo
